id,rawTweet,cleanedTweet,label
2972,"invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. lalu agaimanakah islam memandang hal ini?



#serbaserbimmc
#krisisenergi
#konflikkepentinganrusia

",invasi rusia ukraina sebab naik tajam harga komoditas agaimanakah islam pandang serbaserbimmc krisisenergi konflikkepentinganrusia,positif
2973,"konflik kepentingan rusia tak dihentikan, meski dunia teriak krisis energi? | serba-serbi mmc

invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. lalu agaimanakah islam memandang hal ini?

 ",konflik penting rusia henti dunia teriak krisis energi serba serbi mmc invasi rusia ukraina sebab naik tajam harga komoditas agaimanakah islam pandang,positif
2974,sanksi berupa embargo minyak untuk rusia lantaran perang rusia-ukrania justru membuat sejumlah negara eropa terancam krisis energi.  invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. bagaimanakah islam memandang hal ini? simak di channel mmc! ,sanksi embargo minyak rusia lantar perang rusia ukrania negara eropa ancam krisis energi invasi rusia ukraina sebab naik tajam harga komoditas islam pandang simak channel mmc,positif
2975,"konflik kepentingan rusia. invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. lalu bagaimanakah islam memandang hal ini? simak selengkapnya serba-serbi mmc

#islamkaffah",konflik penting rusia invasi rusia ukraina sebab naik tajam harga komoditas islam pandang simak lengkap serba serbi mmc islamkaffah,positif
2976,"invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komuditas dan krisis energi di negara eropa. lalu bagaimana islam memandang  konflik kepentingan rusia  saat ini? 
simak penjelasannya di serba-serbi mmc?


#islamkaffah",invasi rusia ukraina sebab naik tajam harga komuditas krisis energi negara eropa islam pandang konflik penting rusia simak jelas serba serbi mmc islamkaffah,positif
2977,"bagi rusia invasi ke ukraina sgt pnting demi mengamankn kpentingannya di wilayah tsb. jalur pipa gas rusia ke eropa mlalui wilayah itu, ukraina prnah mjd bagian uni soviet n pnopang pnting saat berhadapan dgn eropa. lanjut di serba-serbi mmc 
#islamkaffah
",rusia invasi ukraina sgt pnting mengamankn kpentingannya wilayah tsb jalur pipa gas rusia eropa mlalui wilayah ukraina prnah mjd uni soviet n pnopang pnting hadap dgn eropa serba serbi mmc islamkaffah,positif
2978,"pertama kalinya, rusia akui kehabisan senjata saat invasi ke ukraina ",kali rusia aku habis senjata invasi ukraina,positif
2979,"konflik kepentingan rusia tak dihentikan, meski dunia teriak krisis energi? | serba-serbi mmc

 invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. lalu agaimanakah islam memandang hal ini?
?


#islamkaffah",konflik penting rusia henti dunia teriak krisis energi serba serbi mmc invasi rusia ukraina sebab naik tajam harga komoditas agaimanakah islam pandang islamkaffah,positif
2980,"invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. lalu agaimanakah islam memandang hal ini?



jangan lupa share seluas-luasnya yaa",invasi rusia ukraina sebab naik tajam harga komoditas agaimanakah islam pandang lupa share luas luas yaa,positif
2981,"@ranioctaviana7 afc masih kesulitan mendapatkan tuan rumah baru untuk gelaran piala asia 2023 mendatang. afc perpanjang pengajuan tuan rumah sampai dengan 15 juli mendatang.

alasannya, karena imbas invasi militer rusia ke ukraina",afc sulit tuan rumah gelar piala asia afc panjang aju tuan rumah juli alas imbas invasi militer rusia ukraina,positif
2982,"pada hari ke-131 invasi rusia ke ukraina, putin mengeluarkan perintah baru dan terjadi pertempuran mematikan di donetsk. ",invasi rusia ukraina putin keluar perintah tempur mati donetsk,positif
2983,"ukraina diperkirakan memerlukan dana $750 miliar guna membangun kembali negaranya yang porak-poranda akibat invasi rusia.

",ukraina dana miliar bangun negara porak poranda akibat invasi rusia,positif
2984,"krisis energi disejumlah negara eropa akibat invasi rusia ke ukraina, bagaimana islam memandang hal ini?
yuk simak di serba serbi mmc ",krisis energi jumlah negara eropa akibat invasi rusia ukraina islam pandang yuk simak serba serbi mmc,positif
2985,"sanksi berupa embargo minyak untk rusia lantaran konflik perang rusia &amp; ukrania justru membuat sjmlh negara di eropa terancam krisis energi.  invasi rusia ke ukraina telah menyebabkan knaikan tajam brbagai harga komoditas. serba-serbi mmc
#islamkaffah
",sanksi embargo minyak untk rusia lantar konflik perang rusia amp ukrania sjmlh negara eropa ancam krisis energi invasi rusia ukraina sebab knaikan tajam brbagai harga komoditas serba serbi mmc islamkaffah,positif
2986,"sanksi berupa embargo minyak untuk rusia lantaran konflik perang rusia dan ukrania justru membuat sejumlah negara di eropa terancam krisis energi.  invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. simak mmc
 ",sanksi embargo minyak rusia lantar konflik perang rusia ukrania negara eropa ancam krisis energi invasi rusia ukraina sebab naik tajam harga komoditas simak mmc,positif
2987,"invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. bagaimana islam memandang hal ini? 
yuk simak serba-serbi mmc
",invasi rusia ukraina sebab naik tajam harga komoditas islam pandang yuk simak serba serbi mmc,positif
2988,"konflik kepentingan rusia tak dihentikan, meski dunia teriak krisis energi? | serba- serbi mmc

invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. lalu bagaimanakah islam memandang hal ini?


#islamkaffah",konflik penting rusia henti dunia teriak krisis energi serba serbi mmc invasi rusia ukraina sebab naik tajam harga komoditas islam pandang islamkaffah,positif
2989,"sob, 
sejumlah negara di eropa terancam krisis energi akibat invasi rusia ke ukraina. lalu gimana islam memandang hal ini?yuk tonton videonya?

",sob negara eropa ancam krisis energi akibat invasi rusia ukraina gimana islam pandang yuk tonton video,positif
2990,"konflik kepentingan rusia tak dihentikan, meski dunia teriak krisis energi? | serba-serbi mmc

invasi rusia ke ukraina tlah menyebabkan kenaikan tajam berbagai harga komoditas.bagaimana pandangan islam?

 ",konflik penting rusia henti dunia teriak krisis energi serba serbi mmc invasi rusia ukraina tlah sebab naik tajam harga komoditas pandang islam,positif
2991,"invasi rusia ke ukraina berdampak krisis energi di negeri2 lain.
ada yang ngambil untuk juga dalam konflik ini.
hmm, kalau dalam islam bagaimana yah.?

dibahas dalam artikel #serbaserbimmc pagi ini
#krisisenergi
#konflikkepentinganrusia 

",invasi rusia ukraina dampak krisis energi ngambil konflik hmm islam yah bahas artikel serbaserbimmc pagi krisisenergi konflikkepentinganrusia,positif
2992,"serba-serbi mmc- invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. lalu agaimanakah islam memandang hal ini?
krisis energi
konflik kepentingan rusia

#islamkaffah
",serba serbi mmc invasi rusia ukraina sebab naik tajam harga komoditas agaimanakah islam pandang krisis energi konflik penting rusia islamkaffah,positif
2993,"sanksi berupa embargo minyak untuk rusia lantaran perang rusia-ukrania justru membuat sejumlah negara eropa terancam krisis energi.  invasi rusia ke ukraina telah menyebabkan kenaikan tajam berbagai harga komoditas. bagaimanakah islam memandang hal ini? 
 ",sanksi embargo minyak rusia lantar perang rusia ukrania negara eropa ancam krisis energi invasi rusia ukraina sebab naik tajam harga komoditas islam pandang,positif
2994,"politik luar negeri indonesia sering enggak banget.

jaga jarak dg israel saat negara2 arab makin banyak buka hubungan diplomatik dg israel.

katanya kemerdekaan hak segala bangsa, tapi netral wkt rusia invasi ukraina.

ikut kecam aung san suu kyi di myanmar hanya demi rohingya.",politik negeri indonesia banget jaga jarak dg israel arab buka hubung diplomatik dg israel merdeka hak bangsa netral wkt rusia invasi ukraina kecam aung san suu kyi myanmar rohingya,positif
2995,"bargain apa yg dimiliki indonesia untuk membuat rusia berpikir ulang soal invasi ke ukraina?gak ada!

ini bukan era ussrvsus dimana negara dunia ketiga bisa memainkan peran lebih sebab ada usaha untuk rebutan pengaruh diantara negara dunia ketiga",bargain yg milik indonesia rusia pikir ulang invasi ukraina gak era ussrvsus mana negara dunia tiga main peran usaha rebut pengaruh negara dunia tiga,positif
2996,"faktanya, bukan demo yang ditujukan kepada jokowi. demo tersebut ditujukan untuk menuntut para pemimpin negara anggota g7 untuk berkomitmen dalam mengatasi krisis dunia berupa invasi rusia ke ukraina, perubahan iklim, serta krisis energi dan makanan.",fakta demo jokowi demo tuntut pimpin negara anggota komitmen atas krisis dunia invasi rusia ukraina ubah iklim krisis energi makan,positif
2997,"borok dan menjijikan aku ingat nian pele.

pele mengutuk invasi yang dilancarkan presiden rusia, vladimir putin. legenda sepakbola brasil itu meminta perang di ukraina dihentikan.",borok jijik nian pele pele kutuk invasi lancar presiden rusia vladimir putin legenda sepakbola brasil perang ukraina henti,positif
2998,"yg dilakukan ukraina sekarang, adalah memperlemah rusia, supaya nggak invasi ke negara lain. which putin never said he intended to do anyway.

jadi untuk kepentingan nato, dia bersedia mengorbankan rakyat ukraina sebagai canon fodder.

toh dia dan apparatchiknya dapat $9b/bln",yg ukraina lemah rusia nggak invasi negara which putin never said he intended to do anyway penting nato sedia korban rakyat ukraina canon fodder apparatchiknya bln,positif
2999,"@dinopattidjalal @msaid_didu klu tdk salah presiden &amp; menhan ukraine sdh pernah sikapi isu invasi rusia tdk akan diselesaikan dlm perundingan damai. tpi, bgimana menangkan perang dari penjajah rusia. spt sikap para pejuang kemerdekaan ri.merdeka atau mati!",dinopattidjalal msaid didu klu tdk salah presiden amp menhan ukraine sdh sikap isu invasi rusia tdk selesai dlm runding damai tpi bgimana menang perang jajah rusia spt sikap juang merdeka ri merdeka mati,positif
3000,serbia ogah terlibat dalam invasi rusia di ukraina ,serbia ogah libat invasi rusia ukraina,positif
3001,"@susahsembuh_yk afc masih kesulitan mendapatkan tuan rumah baru untuk gelaran piala asia 2023 mendatang. afc perpanjang pengajuan tuan rumah sampai dengan 15 juli mendatang.

alasannya, karena imbas invasi militer rusia ke ukraina",susahsembuh yk afc sulit tuan rumah gelar piala asia afc panjang aju tuan rumah juli alas imbas invasi militer rusia ukraina,positif
3002,"associate director pilarmas investindo sekuritas, maximilianus nico demus mengatakan kalau ihsg masih sangat dilematis dengan masalah seperti sebelumnya yaitu inflasi, kenaikan tingkat suku bunga, resesi, perlambatan ekonomi, dan juga invasi rusia-ukraina.",associate director pilarmas investindo sekuritas maximilianus nico dus ihsg lat inflasi naik tingkat suku bunga resesi lambat ekonomi invasi rusia ukraina,positif
3003,"sejak abad ke-13 sampai era perang dunia ii, rusia pernah jadi sasaran invasi bangsa mongol, polandia, swedia, prancis, dan nazi jerman.

 ",abad era perang dunia ii rusia sasar invasi bangsa mongol polandia swedia prancis nazi jerman,positif
3004,"eropa kini mengalami lonjakan harga energi yang salah satunya dipicu oleh invasi rusia ke ukraina, bagaimana pemerintahnya menangani masalah ini? ",eropa alami lonjak harga energi salah satu picu invasi rusia ukraina perintah tangan,positif
3005,"@amirk oh ok kalau ini bener objective-nya, artinya ukuran sukses adalah kalau rusia akhiri invasi",amirk oh ok bener objective nya ukur sukses rusia invasi,positif
3006,"""ioc akan melipattigakan dana yang telah kami siapkan sejak invasi rusia ke ukraina dari us$2,5 juta menjadi us$7,5 juta.""  ",ioc melipattigakan dana siap invasi rusia ukraina juta juta,positif
3007,"@mujahidabqori coba lu pikir . org no 1 di negri kita, bikin hoax trkait 2 negara yg lg konflik. fatal ga tuh, lu kan punya otak, pikir dah baik2. liat efeknya skrng rusia makin gencar invasi ke ukraina",mujahidabqori coba lu pikir org no negri bikin hoax trkait negara yg lg konflik fatal ga tuh lu otak pikir dah liat efek skrng rusia gencar invasi ukraina,positif
3008,"@rizkkkisub @indostransfer afc masih kesulitan mendapatkan tuan rumah baru untuk gelaran piala asia 2023 mendatang. afc perpanjang pengajuan tuan rumah sampai dengan 15 juli mendatang.

alasannya, karena imbas invasi militer rusia ke ukraina",rizkkkisub indostransfer afc sulit tuan rumah gelar piala asia afc panjang aju tuan rumah juli alas imbas invasi militer rusia ukraina,positif
3009,"overall dari awal jujur aja kalau ini agenda ekonomi. kayaknya juga gapapa. itu juga isu penting. perang ekonomi kudu diakhiri, yang mungkin nanti mendorong diskusi untuk mendesak rusia mengakhiri invasi. baca lagi deh wawancara chomsky ",overall jujur aja agenda ekonomi kayak gapapa isu perang ekonomi kudu dorong diskusi desak rusia invasi baca deh wawancara chomsky,positif
3010,"130 hari invasi rusia, moskow klaim keberhasilan kuasai seluruh ukraina timur ",invasi rusia moskow klaim hasil kuasa ukraina timur,positif
3011,"sejak rusia meluncurkan invasi pada 24 februari 2022, ada banyak laporan serangan di belgorod dan wilayah lain yang berbatasan dengan ukraina #perangrusia-ukraina ",rusia luncur invasi februari lapor serang belgorod wilayah batas ukraina perangrusia ukraina,positif
3012,"@adifauzanto @teanotcoffee99 @nuxasep @tanganbelang_tb nah justru itu, gue dukung solusi dua negara. biar enak gitu loh statusnya. hamas kagak dilabel teroris ato militan, misalnya, tapi kalo nyerang israel ya berarti aturannya masuk invasi ato serangan antarnegara, kayak rusia ke ukraina gitu lah.",adifauzanto nuxasep tanganbelang tb gue dukung solusi negara biar enak gitu loh status hamas kagak label teroris ato militan kalo nyerang israel ya atur masuk invasi ato serang antarnegara kayak rusia ukraina gitu,positif
3013,"turki menangkap dan menyita kapal kargo rusia yang mengangkut gandum curian dari ukraina 

ukraina menuduh rusia mencuri gandum dari wilayah yang telah direbut pasukan rusia sejak invasi dimulai pada akhir februari.

",turki tangkap sita kapal kargo rusia angkut gandum curi ukraina ukraina tuduh rusia curi gandum wilayah rebut pasu rusia invasi februari,positif
3014,"serta, harapannya bagi kontribusi indonesia dalam perjuangan ukraina melawan invasi rusia. selamat menyaksikan! 
 
#standwithukraine 
#stoprussianaggresion 
#ukrainatolakpenjajahan ",harap kontribusi indonesia juang ukraina lawan invasi rusia selamat saksi standwithukraine stoprussianaggresion ukrainatolakpenjajahan,positif
3015,"@naaesthic @sbyfess lagek seneng ngomong invasi rusia ke ukraina,tapi biasane ngomong bal ga keri",naaesthic sbyfess lagek neng ngomong invasi rusia ukraina biasane ngomong bal ga keri,positif
